,Loan_ID,Name,Las_Name,Gender,Age,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,ZIP,Primary City,latitude,longitude
9332,280,350,114,1,30,0,1,0,0,1343,2729.307823123445,156.53177543926768,180.0,1.0,0,1,33175,3,25.72,-80.17
9333,294,214,114,1,32,1,1,1,1,1739,2103.780630041464,148.51786026138907,300.0,1.0,0,1,33170,3,25.89,-80.18
9335,214,126,126,1,27,0,2,0,0,1705,1768.9474716939196,192.34248882056644,120.0,1.0,2,1,33149,3,25.7,-80.26
9336,103,283,11,1,28,0,0,0,1,2604,1871.0057300330384,104.77806251735063,360.0,0.0,2,1,33178,3,25.96,-80.3
9340,61,268,65,1,20,1,0,0,0,2642,923.1271822128023,130.20331225777312,360.0,1.0,2,0,33138,1,25.78,-80.41
9342,173,143,130,1,27,1,0,1,0,1414,2033.1405935284158,224.98307357532352,360.0,1.0,1,1,33155,3,25.76,-80.46
9345,114,172,117,1,26,1,1,0,0,2690,1558.319062180063,131.99769779901882,360.0,1.0,0,1,33015,1,25.27,-80.4
9348,247,202,80,0,46,0,0,0,0,2360,1872.461016111236,154.1273268779026,300.0,0.0,0,1,33136,3,25.81,-80.29
9350,48,86,144,0,29,0,3,0,0,2323,1970.8662982342669,137.5679637440936,360.0,0.0,0,1,33128,3,25.79,-80.19
9351,224,150,1,1,28,0,3,0,0,1817,2379.338239167588,148.51520633787277,360.0,1.0,1,1,33142,0,25.7,-80.41
9355,227,33,6,1,38,1,0,0,0,1025,1835.0100535140934,112.57465995626765,360.0,1.0,1,1,33056,0,25.64,-80.28
9356,314,56,14,0,29,1,0,0,0,2277,2327.527136225527,206.96338525393287,360.0,1.0,0,0,33145,3,25.77,-80.21
9358,410,227,169,1,29,1,2,0,0,747,2323.1945415862056,130.27317045203375,360.0,1.0,1,1,33154,1,25.76,-80.4
9360,43,230,172,1,28,0,0,0,1,960,2236.148624632219,114.70935017854089,300.0,1.0,2,1,33150,4,25.9,-80.3
9361,204,327,130,1,31,0,0,0,0,2363,740.5149194068654,144.12854913393963,360.0,1.0,2,0,33109,3,25.56,-80.46
9363,6,115,164,1,26,0,2,1,0,1202,2195.8011187280235,134.97604260019264,360.0,1.0,1,1,33175,3,25.56,-80.36
9364,255,348,116,1,28,1,0,0,1,2479,1720.8288039905897,153.08969004182188,360.0,1.0,0,1,33189,3,25.94,-80.51
9366,89,60,114,1,41,0,0,0,0,2463,1397.5783929982422,98.68154500189354,360.0,1.0,0,0,33035,3,25.89,-80.14
9367,187,157,135,1,40,1,0,0,0,779,2144.193733208971,145.9175008901983,360.0,1.0,0,1,33030,3,25.94,-80.27
9369,268,203,108,1,20,0,0,0,0,3161,2655.2991246321985,135.89566092577758,360.0,1.0,1,1,33013,3,25.81,-80.41
9373,304,236,73,1,22,0,3,0,0,2558,1669.775982844809,180.54593288812794,360.0,1.0,2,1,33175,4,25.75,-80.45
9376,69,0,135,1,47,0,1,0,1,8406,2181.0002268956528,107.09595354360691,360.0,1.0,2,0,33185,0,25.85,-80.27
9377,118,206,99,1,35,0,2,0,0,1434,1886.4616739588894,189.55712643057572,360.0,0.0,2,1,33177,1,25.76,-80.21
9378,58,18,137,1,25,0,3,0,1,1372,1858.648084853368,167.59819320590907,360.0,1.0,0,0,33149,3,25.52,-80.3
9383,10,317,117,1,50,1,0,0,1,1351,1499.596900984043,164.26227757406176,360.0,1.0,0,1,33157,3,25.7,-80.18
9384,43,353,114,1,23,0,2,0,0,925,2203.5431433277336,186.6496291341565,360.0,1.0,1,0,33193,3,25.88,-80.24
9387,391,196,114,1,41,0,0,0,0,1293,1752.4262666342595,197.69069507810005,360.0,1.0,0,1,33127,3,25.93,-80.24
9390,350,165,114,0,19,0,0,0,0,1807,1741.6443461238093,101.96419437797529,360.0,1.0,2,0,33125,3,25.73,-80.63
9392,268,240,171,1,48,0,0,0,0,2773,4216.025997169437,116.95891636881245,360.0,1.0,2,0,33126,3,25.82,-80.27
9393,135,318,26,1,33,1,3,0,0,2075,2503.9586445359337,110.61047174760202,360.0,1.0,0,1,33170,3,25.76,-80.29
9394,303,88,65,1,28,0,0,0,0,797,1777.5274646622631,127.48755100219074,360.0,0.0,1,1,33033,3,25.75,-80.21
9395,240,255,138,1,30,1,2,0,0,3156,1920.1707016248076,114.59886418082176,360.0,0.0,1,1,33182,3,25.27,-80.51
9396,6,91,114,0,33,1,2,1,1,2708,1452.8554631632983,210.17923632037346,60.0,1.0,0,1,33101,7,25.88,-80.21
9397,51,35,114,1,27,0,2,0,0,1335,1902.8654352748854,161.7648928164787,360.0,0.0,0,1,33182,0,25.93,-80.36
9399,171,252,77,1,21,0,1,0,0,4547,2320.5826907473734,105.24846944354921,60.0,1.0,2,1,33149,3,25.96,-80.46
9402,263,149,33,1,31,1,0,0,0,3834,1044.2057000076434,95.0269302796038,360.0,1.0,0,1,33128,3,25.82,-80.15
9403,110,353,136,0,41,0,0,0,0,3258,915.2394379740781,215.93254954326835,360.0,1.0,2,1,33175,3,25.7,-80.49
9404,349,291,26,1,28,1,1,0,0,3016,1999.507237892157,213.9328257669398,60.0,1.0,2,1,33186,4,25.82,-80.15
9405,41,89,135,1,42,1,1,0,0,3101,1286.6152482245088,94.32698597728043,360.0,0.0,0,0,33018,0,25.73,-80.18
9406,294,31,156,1,41,1,0,0,0,4858,3242.5909352959566,161.28243256926638,360.0,1.0,2,1,33131,3,25.56,-80.13
9407,81,206,11,1,42,1,0,0,0,4288,699.6216819047128,148.21713547037214,180.0,1.0,1,0,33168,3,25.77,-80.49
9409,247,350,0,1,47,1,2,0,0,3420,3058.2339865430527,157.56572596873497,360.0,0.0,0,1,33129,7,25.77,-80.31
9410,394,107,114,1,23,1,0,1,1,1369,1486.058057511874,98.04839137432458,360.0,1.0,0,1,33109,3,25.49,-80.18
9412,206,158,135,1,21,0,1,0,0,1242,2263.976960928464,147.71608241655758,360.0,1.0,1,1,33178,3,25.9,-80.18
9414,291,175,106,1,23,1,0,0,0,1403,605.488291313,96.94988074703329,360.0,1.0,0,1,33126,3,25.66,-80.36
9416,258,3,118,1,30,1,0,0,0,2023,2111.1848125389542,102.27955064766971,360.0,1.0,2,1,33170,3,25.71,-80.24
9417,205,212,122,1,48,0,1,0,0,3924,1526.3881415288708,105.71903016437238,360.0,1.0,1,1,33145,3,25.77,-80.21
9423,398,89,114,1,28,1,0,0,0,2609,1699.7901169952995,144.48723706469673,360.0,1.0,0,1,33166,4,25.75,-80.24
9424,276,349,26,1,23,0,0,1,0,1141,1176.9555155534802,154.12843623240244,360.0,1.0,2,1,33196,0,25.9,-80.38
9425,369,61,18,1,24,1,0,0,0,1886,2834.033843509427,240.03838305853452,360.0,1.0,2,1,33056,3,25.82,-80.41
9426,28,351,144,1,37,0,1,1,0,2325,1416.572587218461,142.50044171228282,360.0,1.0,1,0,33012,3,25.73,-80.13
9437,133,332,135,1,22,0,0,0,0,1599,1891.7385640799694,232.1053768095902,360.0,1.0,1,0,33140,3,25.77,-80.29
9438,255,286,36,1,36,1,3,0,1,1740,1721.0997813576028,98.20335846161706,36.0,1.0,1,1,33194,0,25.82,-80.13
9439,337,65,46,1,31,0,0,0,1,1274,3387.5803835292713,127.37680598687687,360.0,0.0,1,1,33158,3,25.56,-80.31
9446,113,124,44,1,19,0,0,0,0,1118,1380.8806435100396,137.58538312174338,360.0,1.0,1,1,33172,3,25.57,-80.3
9447,278,140,135,1,25,1,0,0,0,2681,1958.668702879632,118.66275287425519,360.0,1.0,1,1,33014,3,25.75,-80.39
9449,392,205,42,1,31,0,1,0,0,1605,2430.4495170290156,183.69111239345676,360.0,1.0,0,1,33176,5,25.65,-80.14
9453,20,110,111,1,25,0,0,0,0,1212,4149.987166074314,129.95730576877747,360.0,1.0,0,0,33010,3,25.96,-80.32
9454,194,60,153,1,28,1,0,0,0,2542,3573.6828916627537,112.86879411693275,360.0,1.0,1,1,33196,3,25.71,-80.17
9457,328,195,44,1,36,0,0,0,0,985,1522.369942582127,217.11922479250632,360.0,1.0,1,1,33169,3,25.76,-80.5
9463,220,154,1,1,22,0,1,0,1,5246,1552.1474161692709,132.39782675075168,360.0,0.0,2,1,33186,3,25.73,-80.3
9464,10,231,126,1,26,1,0,0,0,2046,2089.788987930641,188.81581969394819,360.0,0.0,2,1,33034,3,25.83,-80.63
9465,279,164,114,1,49,0,0,1,0,3216,1020.7486426120504,123.0042684045319,360.0,0.0,1,1,33190,3,25.85,-80.26
9467,115,76,146,1,44,0,0,0,1,1462,1548.0561302151652,233.22997589795776,480.0,1.0,0,0,33156,3,25.9,-80.24
9469,381,160,135,1,26,0,0,0,0,1084,1971.1864326466596,243.23223489936206,360.0,1.0,0,1,33129,3,25.89,-80.51
9470,13,359,106,1,26,1,0,0,1,918,2531.5048575348133,125.22242198474619,360.0,1.0,1,0,33180,3,25.85,-80.51
9472,284,177,46,0,26,0,0,0,0,3348,1584.7041789657958,125.6159826171852,360.0,1.0,0,1,33054,3,25.77,-80.3
9474,32,278,135,1,30,1,0,1,0,2468,1726.4656335221046,129.86444723000034,360.0,1.0,2,1,33176,3,25.86,-80.31
9475,363,152,135,1,31,1,0,0,0,4977,2273.268131593499,125.1384992962486,360.0,1.0,2,1,33014,3,25.9,-80.21
9479,152,187,26,1,20,1,0,0,0,1451,708.4888847160041,201.6545598545619,360.0,1.0,1,0,33185,3,25.96,-80.58
9481,50,237,33,1,20,0,0,0,0,1791,1655.7470653246146,248.32378424162002,360.0,1.0,2,1,33176,3,25.78,-80.39
9482,139,296,174,0,38,0,0,0,0,2154,2481.775696853702,159.84165128393747,360.0,0.0,1,0,33101,3,25.75,-80.21
9484,384,321,93,1,46,0,2,0,0,1888,2644.479130401057,124.05989170374062,360.0,1.0,1,1,33032,3,25.82,-80.16
9489,19,187,21,1,39,1,0,0,0,1210,812.2368344111717,107.02289239174979,360.0,1.0,0,0,33010,3,25.7,-80.18
9492,342,138,135,1,23,0,0,0,0,1861,4103.223335092499,152.19584732682813,360.0,1.0,1,1,33133,3,25.81,-80.39
9495,96,193,124,1,25,1,1,1,0,2508,2077.6355082613104,139.0462285157222,360.0,1.0,2,1,33185,3,25.96,-80.14
9496,66,11,135,1,28,1,0,0,0,1137,1838.1545533804228,138.9322356655613,360.0,1.0,0,0,33183,3,25.64,-80.5
9497,162,239,26,1,45,0,1,0,0,4315,2885.0568991556606,121.34383805265864,360.0,1.0,0,1,33139,3,25.73,-80.21
9498,173,191,28,1,20,1,2,0,0,1231,3473.787836612245,166.94717371992152,360.0,1.0,2,1,33034,1,25.48,-80.35
9500,393,143,150,1,27,0,1,0,1,1855,1430.3021096705281,125.97765692030984,84.0,1.0,1,1,33134,0,25.81,-80.15
9505,358,33,165,1,48,1,0,1,0,797,1710.9946352455152,106.70746545899928,360.0,1.0,0,1,33054,3,25.76,-80.49
9506,161,173,128,1,22,0,2,0,0,3110,2081.2098370626413,254.36396537972186,360.0,1.0,1,1,33136,3,25.61,-80.51
9508,161,207,1,1,32,0,2,0,0,4444,1502.552213205993,174.27805067163095,180.0,1.0,1,0,33162,3,25.9,-80.51
9509,208,231,114,1,38,0,0,0,0,2161,1557.310056363218,207.24400326392498,360.0,1.0,2,1,33158,1,25.6,-80.3
9511,317,128,69,1,44,1,1,1,1,2411,1465.6070423555145,134.228729302734,180.0,0.0,1,1,33056,3,25.5,-80.46
9513,381,10,93,1,24,1,0,0,0,852,1957.2095105622086,113.219910596318,360.0,0.0,0,1,33015,3,25.86,-80.24
9514,167,118,137,1,22,0,0,0,0,1827,1431.0383903432644,151.94739803912097,360.0,0.0,0,1,33170,1,25.71,-80.14
9515,10,72,120,1,35,1,1,0,1,2314,1755.93454286839,129.92040159781476,360.0,1.0,0,1,33054,3,25.85,-80.3
9516,115,152,32,1,19,0,3,0,0,6322,1241.7986930549737,114.03677739106718,360.0,1.0,0,1,33141,3,25.48,-80.24
9517,318,93,96,1,38,1,0,0,0,2079,1442.2158062200122,191.134430284855,360.0,1.0,2,1,33184,4,25.65,-80.24
9520,284,158,114,1,20,0,0,0,0,2291,1211.5457181145916,151.0388418573232,360.0,0.0,2,1,33054,4,25.9,-80.36
9522,279,190,135,1,25,0,0,0,0,1950,2114.158685417837,94.832663579717,300.0,1.0,1,0,33190,3,25.73,-80.14
9523,256,219,61,1,33,0,1,0,0,3169,2321.0685178957747,105.3296391015917,360.0,1.0,1,1,33013,3,25.68,-80.2
9524,105,180,167,1,51,1,3,0,0,4530,2659.8957689308363,151.99420858350047,180.0,1.0,0,1,33158,0,25.81,-80.24
9525,150,309,18,1,34,0,0,0,0,2019,3280.576556680481,179.34552312076758,300.0,1.0,1,0,33139,3,25.9,-80.5
9526,303,145,135,1,34,0,0,1,1,2579,1874.9621940728007,193.58175592889046,360.0,1.0,2,1,33181,1,25.78,-80.21
9535,320,80,96,1,21,0,0,1,0,1112,1885.7478465914721,119.49198654220322,360.0,1.0,2,1,33196,3,25.73,-80.5
9538,294,266,11,1,44,0,0,0,0,1901,1454.60754772037,325.33718431135696,360.0,1.0,1,1,33031,1,25.92,-80.58
9543,370,240,111,0,32,0,2,1,0,1670,1421.6111816062858,122.50470690441225,180.0,0.0,1,0,33015,3,25.76,-80.18
9549,228,323,117,1,27,1,0,0,0,2654,3697.2202308104856,123.24774549547539,120.0,1.0,0,1,33149,3,25.89,-80.45
9550,30,303,101,1,26,0,0,0,0,4826,1265.1226355076365,157.82027703267119,360.0,1.0,1,1,33170,3,25.71,-80.5
9555,266,264,69,0,21,0,0,0,0,2775,2034.3994021104563,141.3792694512275,360.0,1.0,0,0,33173,3,25.82,-80.17
9556,382,188,1,0,44,1,0,0,0,1497,3441.169712459952,94.97750303741606,360.0,1.0,1,1,33162,3,25.68,-80.27
9557,27,179,135,1,42,0,0,0,0,3207,1248.3332559427035,166.1982593572456,360.0,1.0,2,0,33056,3,25.71,-80.18
9558,119,155,114,1,44,0,0,0,0,1417,1399.920804173245,112.33186530856351,360.0,1.0,0,0,33165,3,25.82,-80.17
9563,151,19,1,1,25,1,0,0,0,2125,1745.3022136391305,99.51274032492854,300.0,0.0,2,1,33013,7,25.9,-80.4
9567,188,320,135,1,46,0,0,1,1,1374,2252.6479822862657,125.84968404871498,360.0,1.0,1,0,33141,4,25.48,-80.28
9570,47,304,138,1,19,0,3,0,0,1510,3218.9331518079066,164.73167641438172,360.0,1.0,1,0,33172,3,25.81,-80.31
9571,347,223,10,1,34,0,3,0,0,2104,2020.047848632054,102.37061007815886,360.0,1.0,0,1,33054,3,25.81,-80.31
9572,401,183,119,1,23,0,0,1,0,2614,1320.5179829627484,150.46397693539762,360.0,1.0,1,1,33014,2,25.85,-80.29
9576,56,255,69,1,24,1,0,0,1,1364,2622.136183153906,115.38437764633649,360.0,1.0,1,1,33189,3,25.7,-80.31
9577,290,266,114,1,25,0,2,0,0,1546,546.9376311267542,195.6570131617296,360.0,1.0,1,1,33101,3,25.73,-80.36
9580,350,177,135,1,39,0,1,1,0,3020,1084.1328549030522,253.94502523254658,120.0,1.0,2,1,33193,7,25.61,-80.32
9581,260,146,114,1,33,0,3,0,0,1807,1077.6853799534176,131.06417870608493,360.0,1.0,1,1,33031,3,25.78,-80.18
9586,218,257,80,1,26,0,2,0,0,1607,1518.9709542583084,154.08859995049735,360.0,1.0,1,0,33168,3,25.7,-80.24
9588,15,55,13,1,33,0,2,0,1,1207,1869.4201602783266,103.18417109169101,360.0,0.0,2,1,33181,7,25.77,-80.41
9590,220,304,135,1,42,1,2,0,0,1304,2860.431871686641,150.01561939343887,300.0,1.0,0,1,33146,3,25.73,-80.23
9591,143,152,46,1,31,1,0,0,0,2557,1023.8452910478599,152.99449186433463,180.0,1.0,2,1,33122,3,25.94,-80.23
9592,363,230,102,1,44,0,0,0,0,983,610.8829489438017,156.44530341666297,360.0,1.0,0,1,33135,0,25.75,-80.18
9594,359,233,136,1,30,0,0,1,0,4140,1916.7020671752523,174.02377092034567,360.0,1.0,2,1,33160,3,25.81,-80.16
9597,128,27,117,1,28,0,0,0,0,1383,2464.5776908783923,167.6457236158107,360.0,0.0,0,1,33162,3,25.76,-80.41
9599,49,301,119,1,41,1,3,0,0,4689,1322.4058471840829,102.01675119348185,360.0,0.0,2,1,33160,3,25.94,-80.24
9608,37,315,44,1,20,1,2,0,0,2874,1270.3317513954637,130.10646303004245,360.0,1.0,0,1,33039,3,25.76,-80.63
9609,316,78,136,1,22,1,2,0,0,1661,776.2109813209826,120.0907743257622,360.0,0.0,1,1,33140,3,25.75,-80.17
9610,46,177,108,1,42,1,0,0,0,3311,2194.9455312138075,133.21251908112646,360.0,1.0,1,1,33137,3,25.73,-80.21
9612,272,303,135,1,24,0,0,0,0,1201,2261.427998823704,258.9251646920297,360.0,1.0,2,0,33128,3,25.7,-80.31
9613,284,0,1,1,27,1,0,0,0,3136,2954.18943246438,93.95398911382925,360.0,1.0,1,1,33012,3,25.61,-80.31
9615,6,344,67,1,33,1,0,0,0,2816,2479.8307980332656,303.0130198608613,360.0,1.0,1,1,33030,3,25.64,-80.3
9616,169,84,18,1,19,0,1,0,0,2146,3072.4137602930264,100.73763468167431,360.0,1.0,2,1,33122,3,25.75,-80.47
9617,73,146,46,1,37,1,0,0,0,943,2603.776434065191,155.12381186428988,360.0,1.0,0,1,33161,3,25.76,-80.36
9619,254,135,53,1,41,0,0,0,0,1323,2404.696073093474,93.81981005633739,360.0,1.0,1,1,33145,3,25.56,-80.45
9621,318,257,1,1,38,0,0,0,0,1508,1323.1015514183464,189.6018175240966,360.0,1.0,0,1,33161,3,25.94,-80.24
9624,403,260,135,1,28,0,0,0,0,2639,1311.5883790318244,195.57234796900434,360.0,1.0,0,0,33155,3,25.77,-80.15
9633,264,173,1,1,46,1,0,0,1,2777,1692.4012629954223,108.11241893419934,360.0,1.0,0,1,33134,3,25.7,-80.2
9637,41,100,101,1,43,1,0,0,1,2927,2441.105916953622,114.47235020845072,360.0,0.0,0,1,33015,3,25.9,-80.2
9639,20,230,118,1,23,0,0,1,1,4336,1251.4787475093017,99.27513743994791,360.0,0.0,2,1,33149,3,25.82,-80.18
9640,331,273,168,1,35,0,0,0,0,931,1481.5091813712147,222.59564786147791,360.0,1.0,2,1,33175,3,25.48,-80.46
9641,222,194,84,0,39,1,2,1,0,880,2877.569582508376,185.76437691156332,360.0,1.0,1,1,33172,3,25.9,-80.18
9645,283,323,150,1,34,0,2,1,1,2287,1077.7713172163922,168.24601642115812,480.0,0.0,1,1,33056,3,25.7,-80.45
9649,80,198,19,0,27,0,2,0,1,1867,2042.3516475836068,232.0112054807735,360.0,1.0,2,0,33175,1,25.49,-80.36
9650,361,297,46,0,38,0,2,0,0,2442,1968.9810756378615,158.8351549635177,240.0,1.0,0,0,33129,3,25.9,-80.2
9651,31,206,114,1,23,0,2,0,0,1625,1547.1204193754274,130.14633957049358,480.0,1.0,1,1,33178,3,25.6,-80.27
9652,6,236,30,1,23,1,0,0,1,2725,2966.0967204446015,128.2230072062649,180.0,1.0,0,1,33139,5,25.65,-80.27
9653,366,151,96,1,31,0,0,1,0,1912,3157.41575222185,135.55958808600604,360.0,1.0,0,1,33033,0,25.65,-80.41
9656,58,307,114,1,48,0,1,0,1,1880,2037.0882025758008,208.4399032073194,360.0,1.0,0,1,33166,0,25.76,-80.2
9657,379,32,150,1,28,1,0,0,0,1826,3060.992692963953,131.95973402055216,360.0,1.0,0,1,33055,1,25.85,-80.32
9660,365,53,130,1,27,0,0,0,0,1583,2357.802670454463,290.5751013771862,360.0,1.0,2,0,33055,3,25.96,-80.27
9662,380,29,101,1,24,1,0,0,0,1492,2002.907089222316,156.99458572419343,360.0,1.0,1,1,33147,3,25.94,-80.24
9664,103,114,44,1,40,1,2,1,1,1518,565.3776238716523,173.8320736777584,180.0,1.0,2,1,33149,1,25.76,-80.28
9666,330,206,130,1,53,1,0,1,1,1468,2161.063690313289,111.62902192273701,480.0,1.0,1,1,33189,1,25.76,-80.3
9668,156,200,135,1,20,0,0,0,0,1372,1790.406327820533,144.46511178320463,360.0,1.0,1,1,33166,3,25.93,-80.46
9670,35,221,26,1,33,0,1,0,0,1523,2068.701753925073,97.56682121297277,180.0,0.0,0,0,33032,3,25.89,-80.58
9672,256,121,18,1,34,1,0,0,1,1358,2100.331148276486,154.16994672985015,360.0,0.0,1,1,33144,0,25.68,-80.38
9673,15,145,30,1,20,0,0,1,1,798,1944.559790727844,118.60141635809298,360.0,1.0,2,0,33185,3,25.66,-80.41
9674,206,211,37,1,49,0,2,0,0,1989,1777.4893220530755,138.47286706107928,360.0,1.0,1,1,33149,3,25.78,-80.18
9676,396,217,87,1,44,1,1,0,0,1621,2328.591813521575,95.4501234550913,360.0,1.0,0,0,33166,7,25.7,-80.41
9682,310,85,1,0,20,1,2,1,0,6726,1707.8590455411415,196.54583892608065,120.0,0.0,2,1,33169,3,25.56,-80.41
9685,291,15,135,1,31,1,0,0,0,2807,2106.4019285286568,202.46666087110233,360.0,1.0,0,1,33016,3,25.66,-80.41
9688,3,111,135,1,28,1,0,0,0,3398,2185.9321415874033,237.27586312372003,360.0,1.0,1,1,33150,4,25.46,-80.24
9689,151,0,114,1,25,1,0,0,1,3639,2094.601270669336,136.50943312259415,360.0,1.0,1,0,33015,3,25.49,-80.41
9693,117,252,114,1,38,0,0,1,1,1049,2757.6839500934843,289.7785556573693,360.0,0.0,2,1,33131,0,25.88,-80.41
9699,55,227,118,1,24,0,0,1,0,1644,1634.6299360682372,130.09766139586168,360.0,1.0,2,1,33177,3,25.93,-80.24
9706,250,190,134,1,32,0,2,0,0,5860,1721.5389583765254,144.03949371309275,360.0,1.0,0,0,33193,3,25.78,-80.31
9709,203,27,1,1,41,0,0,1,0,4086,2043.6274529280197,184.03934331778166,180.0,1.0,0,1,33173,3,25.93,-80.33
9710,115,196,130,1,32,0,0,0,0,1942,3783.985080074839,156.57904564249057,360.0,1.0,1,1,33137,3,25.82,-80.45
9712,363,109,1,1,42,0,0,0,0,1273,2463.330734083282,116.11495801173162,360.0,1.0,1,1,33138,7,25.57,-80.4
9714,62,197,126,1,22,0,2,0,0,3728,1635.2232604976673,166.81986004688682,360.0,1.0,0,1,33145,3,25.82,-80.36
9716,290,24,25,0,21,0,2,0,0,4825,2088.1324045752194,117.77488270821809,360.0,1.0,0,1,33129,3,25.68,-80.15
9717,81,206,169,1,22,1,3,0,0,758,2043.7945127870157,96.18315738328577,180.0,1.0,0,1,33030,0,25.77,-80.3
9718,219,107,155,1,23,0,0,0,0,1584,3293.8239865283185,126.74131558834623,360.0,1.0,0,1,33167,3,25.81,-80.32
9720,241,4,160,1,26,0,1,1,0,1345,2627.4372823858557,178.24822956718205,360.0,1.0,2,1,33128,3,25.96,-80.18
9721,260,337,46,1,21,0,0,1,0,2320,2882.6323024701305,173.63458166188346,360.0,0.0,1,0,33167,3,25.9,-80.39
9724,65,334,26,0,36,0,2,0,0,2231,3811.7076184814796,151.66622877273466,480.0,1.0,0,0,33030,3,25.89,-80.49
9730,84,210,30,0,34,0,0,0,0,2687,2239.4873475577724,134.87579836635226,360.0,1.0,0,1,33190,3,25.85,-80.46
9731,188,214,58,0,48,1,2,1,0,1304,1482.146532235219,222.94900552564962,360.0,1.0,0,0,33160,1,25.53,-80.51
9733,158,217,37,0,29,0,0,0,0,1009,781.687831525238,185.2365318287326,360.0,1.0,0,0,33170,3,25.82,-80.14
9737,227,181,114,1,43,0,2,0,0,2103,2328.115450330518,108.5770650777134,360.0,1.0,0,1,33149,3,25.75,-80.45
9742,204,221,11,1,38,0,1,0,0,4754,762.4855884206054,171.8577487912832,360.0,0.0,1,1,33170,3,25.81,-80.4
9745,99,118,150,1,36,1,1,0,1,2587,1338.2499471372203,162.71839442694107,360.0,1.0,0,1,33190,3,25.56,-80.27
9746,236,307,135,1,36,0,0,0,0,858,3013.5486873498735,175.6841610236517,360.0,1.0,2,1,33187,3,25.77,-80.24
9747,351,317,135,1,44,0,3,1,1,3990,892.7036348262133,139.13120485046124,360.0,1.0,0,1,33135,3,25.75,-80.16
9748,194,33,96,1,19,0,3,0,0,1330,579.0136085487625,137.59406451867446,360.0,1.0,2,0,33101,3,25.57,-80.27
9752,271,87,44,0,42,0,1,0,0,1757,2140.9763547282428,122.73939323238267,84.0,0.0,0,1,33145,3,25.75,-80.32
9755,365,281,106,1,31,0,0,1,0,1405,2290.987294391762,197.780949214843,300.0,1.0,0,0,33189,3,25.5,-80.34
9757,43,139,114,1,39,1,0,0,0,7709,3901.4363956230927,187.05764075746185,360.0,1.0,0,1,33170,3,25.75,-80.14
9760,331,73,114,1,22,1,0,0,0,3136,1343.965259619814,94.42621685469621,360.0,1.0,1,1,33147,3,25.49,-80.35
9761,134,77,114,0,46,0,1,0,0,3566,1601.410566087636,116.38175455923931,360.0,1.0,2,0,33149,3,25.81,-80.23
9763,122,130,105,1,31,0,1,0,0,1534,3266.9496827015787,104.48909782867861,180.0,0.0,2,1,33175,3,25.73,-80.2
9764,268,44,114,1,27,0,0,0,0,2564,1490.5356069355014,177.34406241553972,360.0,1.0,2,0,33183,3,25.46,-80.36
9770,182,196,60,1,28,0,0,0,0,2135,1733.6165838542868,113.36488110859678,360.0,1.0,0,1,33170,0,25.96,-80.15
9771,109,321,61,1,44,1,0,0,0,1947,1908.307202625619,97.18834193915737,360.0,1.0,0,1,33030,3,25.82,-80.18
9772,119,267,114,1,24,0,0,0,0,2123,2736.783788597966,110.43648030905811,360.0,1.0,1,1,33143,3,25.82,-80.3
9776,256,168,135,1,24,1,3,0,0,1916,2108.35244398223,178.17859563186698,360.0,1.0,1,1,33173,3,25.96,-80.15
9779,63,195,117,1,25,1,0,0,0,2188,1586.0723922463599,117.93849150063109,360.0,1.0,0,1,33018,3,25.73,-80.36
9782,151,317,58,1,26,0,0,0,1,1064,1352.421603513989,276.7503082411884,360.0,1.0,2,1,33137,3,25.89,-80.24
9783,340,326,59,1,54,1,0,0,0,1751,1369.7619423453805,310.62621732667276,360.0,1.0,2,0,33039,3,25.78,-80.2
9784,139,54,155,0,38,0,0,0,0,2977,1360.7342298418137,189.98702913496615,360.0,1.0,2,1,33125,4,25.5,-80.3
9788,274,113,5,0,28,1,0,0,0,1046,2351.166363661309,179.84848963875805,360.0,1.0,0,1,33013,3,25.52,-80.51
9790,328,241,2,0,23,1,0,0,0,1284,2517.2517261731355,118.29063523468186,180.0,1.0,2,1,33055,3,25.71,-80.5
9791,219,222,74,1,19,1,2,0,0,2023,2363.1923115969266,191.13824633910923,360.0,1.0,2,0,33168,3,25.89,-80.35
9792,325,305,139,1,25,0,0,0,0,1373,2047.3917957431768,111.16515864133247,360.0,1.0,1,1,33018,3,25.93,-80.41
9793,278,256,89,1,25,0,0,0,0,1531,2100.68080210861,231.00125270574674,360.0,1.0,0,1,33173,3,25.68,-80.36
9799,164,290,114,0,24,1,0,0,0,1562,1540.1370326287094,112.40658440243193,360.0,1.0,0,1,33180,1,25.48,-80.27
9800,63,35,44,1,36,0,0,0,0,1971,928.5294202197465,136.4897935856531,120.0,1.0,1,1,33139,0,25.77,-80.45
9805,169,312,28,0,46,0,3,0,0,2216,2685.3159685423884,122.55553266340753,180.0,0.0,0,0,33158,3,25.76,-80.15
9807,230,81,1,1,38,0,0,0,0,1180,2047.026819763391,112.46478051404164,360.0,0.0,0,1,33109,0,25.67,-80.24
9810,274,216,120,0,25,0,0,0,0,1664,934.6989768467664,148.5644015253962,360.0,1.0,2,1,33174,3,25.78,-80.18
9811,249,111,160,1,40,1,0,0,0,1799,2195.4709960920304,110.83249721456086,360.0,1.0,0,1,33161,3,25.46,-80.27
